key,label_version,is_economic,primary_topic,relevance,sentiment,is_ad,is_digest,is_foreign
@gazetauz|63944,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|63945,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|63946,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|63947,v2,1,trade,0.8,0.4,0,0,0
@gazetauz|63948,v2,1,banking_finance,0.9,0.4,0,0,0
@gazetauz|63949,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|63950,v2,1,currency_fx,0.8,0.4,0,0,0
@gazetauz|63951,v2,1,trade,0.9,0.7,0,0,0
@gazetauz|63952,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|63953,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|63954,v2,1,trade,0.8,0.5,0,0,0
@gazetauz|63955,v2,1,currency_fx,0.9,0.6,0,0,0
@gazetauz|63956,v2,1,macro,0.7,0.0,0,0,0
@gazetauz|63957,v2,1,macro,0.8,-0.3,0,0,0
@gazetauz|63958,v2,1,construction_realty,0.9,0.5,1,0,0
@gazetauz|63962,v2,1,energy_utility,0.9,0.6,0,0,0
@gazetauz|63963,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|63964,v2,1,energy_utility,0.9,0.7,0,0,0
@gazetauz|63965,v2,1,banking_finance,0.8,0.0,1,0,0
@gazetauz|63966,v2,0,non_economic,0.0,0.0,0,0,1
@kunuzofficial|173750,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173751,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173754,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173756,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173758,v2,1,banking_finance,0.8,0.0,1,0,0
@kunuzofficial|173760,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173761,v2,1,macro,0.9,0.6,0,0,0
@kunuzofficial|173762,v2,1,fiscal,0.9,0.6,0,0,0
@kunuzofficial|173765,v2,1,fiscal,0.8,0.6,0,0,0
@kunuzofficial|173766,v2,0,non_economic,0.0,0.0,0,0,1
@kunuzofficial|173767,v2,1,banking_finance,0.7,0.3,0,0,0
@kunuzofficial|173768,v2,0,non_economic,0.0,0.0,0,0,1
@kunuzofficial|173769,v2,0,non_economic,0.0,0.0,0,0,1
@kunuzofficial|173770,v2,1,fiscal,0.6,0.2,0,0,0
@kunuzofficial|173771,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173772,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173773,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173774,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173775,v2,1,energy_utility,0.9,0.6,0,0,0
@kunuzofficial|173779,v2,1,fiscal,0.7,0.5,0,0,0
@kunuzofficial|173780,v2,1,business,0.9,0.5,0,0,0
@kunuzofficial|173781,v2,1,business,0.6,0.0,0,0,0
@kunuzofficial|173782,v2,0,non_economic,0.0,0.0,0,1,0
@kunuzofficial|173783,v2,1,construction_realty,0.8,0.0,0,0,0
@kunuzofficial|173785,v2,0,non_economic,0.0,0.0,0,0,1
@kunuzofficial|173786,v2,0,non_economic,0.0,0.0,0,0,1
@kunuzofficial|173787,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173788,v2,0,non_economic,0.0,0.0,0,0,1
@spotuz|39773,v2,1,fiscal,0.9,0.6,0,0,0
@spotuz|39774,v2,1,business,0.8,0.0,0,0,0
@spotuz|39775,v2,1,trade,0.8,0.6,0,0,0
@spotuz|39776,v2,1,construction_realty,0.9,0.0,1,0,0
@spotuz|39780,v2,1,trade,0.8,0.6,0,0,0
@spotuz|39781,v2,1,banking_finance,0.8,0.6,0,0,0
@spotuz|39782,v2,0,non_economic,0.0,0.0,0,0,1
@spotuz|39783,v2,1,macro,0.7,0.0,0,0,0
@spotuz|39784,v2,1,business,0.8,0.6,0,0,0
@uzdaily|84073,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84074,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84075,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84076,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84077,v2,1,fiscal,0.9,0.6,0,0,0
@uzdaily|84078,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84079,v2,1,trade,0.9,0.5,0,0,0
@uzdaily|84080,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84081,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84082,v2,1,business,0.8,0.2,0,0,0
@uzdaily|84083,v2,1,fiscal,0.9,0.6,0,0,0
@uzdaily|84084,v2,1,business,0.7,0.0,0,0,0
@uzdaily|84085,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84086,v2,1,business,0.8,0.6,0,0,0
@uzdaily|84087,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84088,v2,1,business,0.6,0.0,0,0,0
@uzdaily|84089,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84090,v2,1,energy_utility,0.8,0.6,0,0,0
@uzdaily|84091,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84092,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84093,v2,1,fiscal,0.9,0.0,0,0,0
@uzdaily|84094,v2,1,macro,0.8,0.0,0,0,0
@uzdaily|84095,v2,1,trade,0.9,0.5,0,0,0
@uzdaily|84096,v2,1,banking_finance,0.8,0.0,0,0,0
@uzdaily|84097,v2,1,business,0.8,0.0,0,0,0
@uzdaily|84098,v2,1,banking_finance,0.7,0.0,0,0,0
@uzdaily|84099,v2,1,trade,0.8,0.5,0,0,0
@uzdaily|84100,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84101,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84102,v2,1,energy_utility,0.9,0.0,0,0,0
@uzdaily|84103,v2,1,banking_finance,0.9,0.0,0,0,0
@uzdaily|84104,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84105,v2,1,trade,0.8,0.0,0,0,0
@uzdaily|84106,v2,1,trade,0.9,0.5,0,0,0
@uzdaily|84107,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84108,v2,1,trade,0.9,0.5,0,0,0
@uzdaily|84109,v2,1,trade,0.9,0.5,0,0,0
@uzdaily|84110,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84111,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84112,v2,1,energy_utility,0.8,0.5,0,0,0
@uzdaily|84113,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84114,v2,0,non_economic,0.0,0.0,0,0,1
@uzdaily|84115,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84116,v2,0,non_economic,0.0,0.0,0,0,1
@daryo|136273,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136274,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136275,v2,1,business,0.6,0.0,1,0,0
@daryo|136276,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136277,v2,1,business,0.6,0.0,1,0,0
@daryo|136278,v2,1,macro,0.7,0.3,0,0,0
@daryo|136279,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136280,v2,1,banking_finance,0.8,0.5,1,0,0
@daryo|136281,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136283,v2,1,labour_income,0.8,0.5,0,0,0
@daryo|136284,v2,1,banking_finance,0.8,-0.6,0,0,0
@daryo|136285,v2,1,labour_income,0.7,0.5,0,0,0
@daryo|136286,v2,1,labour_income,0.6,0.4,0,0,0
@daryo|136287,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136288,v2,1,labour_income,0.7,0.6,0,0,0
@daryo|136289,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136290,v2,1,labour_income,0.8,0.7,0,0,0
@daryo|136291,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136292,v2,1,banking_finance,0.8,0.6,0,0,0
@daryo|136293,v2,1,labour_income,0.7,0.6,0,0,0
@daryo|136294,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136295,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136296,v2,1,business,0.7,0.2,0,0,0
@daryo|136297,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136298,v2,1,currency_fx,0.9,0.6,0,0,0
@daryo|136299,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136300,v2,1,energy_utility,0.6,0.0,0,0,0
@daryo|136301,v2,1,banking_finance,0.8,0.4,1,0,0
@daryo|136302,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136303,v2,1,construction_realty,0.7,0.0,0,0,0
@daryo|136304,v2,0,non_economic,0.0,0.0,0,0,1
@daryo|136305,v2,0,non_economic,0.0,0.0,0,0,1
@daryo|136306,v2,1,construction_realty,0.8,0.0,0,0,0
@daryo|136307,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136308,v2,0,non_economic,0.0,0.0,0,0,1
@daryo|136309,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136310,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136312,v2,0,non_economic,0.0,0.0,0,1,0
@daryo|136313,v2,0,non_economic,0.0,0.0,0,0,1
@gazetauz|63967,v2,1,banking_finance,0.9,0.0,0,0,0
@gazetauz|63968,v2,1,business,0.8,0.0,1,0,0
@gazetauz|63969,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|63970,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|63971,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|63972,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|63973,v2,1,fiscal,0.9,0.0,0,0,0
@gazetauz|63974,v2,1,labour_income,0.6,0.3,1,0,0
@gazetauz|63975,v2,1,fiscal,0.8,0.5,0,0,0
@gazetauz|63976,v2,1,fiscal,0.8,0.5,0,0,0
@gazetauz|63977,v2,1,banking_finance,0.8,0.5,0,0,0
@gazetauz|63978,v2,1,fiscal,0.9,0.4,0,0,0
@gazetauz|63979,v2,1,banking_finance,0.8,0.2,1,0,0
@gazetauz|63980,v2,1,trade,0.85,0.3,0,0,0
@gazetauz|63981,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|63982,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|63983,v2,1,business,0.7,0.1,1,0,0
@gazetauz|63984,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|63985,v2,1,trade,0.9,0.2,0,0,0
@gazetauz|63986,v2,1,currency_fx,0.95,0.6,0,0,0
@gazetauz|63987,v2,1,business,0.6,0.1,1,0,0
@gazetauz|63988,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|63989,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|63990,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|63991,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|63992,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|63993,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|63994,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173789,v2,1,business,0.8,0.7,0,0,0
@kunuzofficial|173790,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173792,v2,1,business,0.8,0.6,0,0,0
@kunuzofficial|173793,v2,1,banking_finance,0.9,0.5,0,0,0
@kunuzofficial|173794,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173797,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173798,v2,1,banking_finance,0.8,0.6,0,0,0
@kunuzofficial|173799,v2,1,labour_income,0.7,0.5,0,0,0
@kunuzofficial|173800,v2,1,labour_income,0.8,0.6,0,0,0
@kunuzofficial|173801,v2,1,labour_income,0.6,0.0,0,0,0
@kunuzofficial|173802,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173803,v2,1,construction_realty,0.7,-0.2,0,0,0
@kunuzofficial|173804,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173805,v2,1,business,0.8,0.2,0,0,0
@kunuzofficial|173806,v2,0,non_economic,0.0,0.0,0,1,0
@kunuzofficial|173807,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173811,v2,0,non_economic,0.0,0.0,0,0,1
@kunuzofficial|173815,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173816,v2,0,non_economic,0.0,0.0,0,0,1
@kunuzofficial|173817,v2,1,construction_realty,0.7,0.5,0,0,0
@kunuzofficial|173818,v2,0,non_economic,0.0,0.0,0,1,0
@kunuzofficial|173819,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173820,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173821,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173822,v2,0,non_economic,0.0,0.0,0,0,0
@spotuz|39785,v2,1,macro,0.8,0.5,0,0,0
@spotuz|39786,v2,1,currency_fx,0.9,0.6,0,0,0
@spotuz|39787,v2,1,trade,0.8,0.0,0,0,0
@spotuz|39788,v2,1,banking_finance,0.8,0.4,0,0,0
@spotuz|39789,v2,1,business,0.7,0.3,1,0,0
@spotuz|39790,v2,1,construction_realty,0.8,0.4,0,0,0
@spotuz|39791,v2,1,energy_utility,0.8,0.4,0,0,0
@spotuz|39792,v2,1,banking_finance,0.8,0.4,0,0,0
@spotuz|39793,v2,1,banking_finance,0.9,0.0,1,0,0
@spotuz|39794,v2,1,construction_realty,0.85,0.0,0,0,0
@spotuz|39795,v2,1,trade,0.9,0.0,0,0,0
@spotuz|39796,v2,1,trade,0.9,0.6,0,0,0
@spotuz|39797,v2,0,non_economic,0.0,0.0,0,0,0
@spotuz|39798,v2,1,construction_realty,0.8,0.0,0,0,0
@spotuz|39799,v2,1,fiscal,0.9,0.5,0,0,0
@spotuz|39800,v2,0,non_economic,0.0,0.0,0,0,0
@spotuz|39801,v2,1,fiscal,0.9,0.5,0,0,0
@spotuz|39802,v2,1,construction_realty,0.9,0.6,0,0,0
@spotuz|39803,v2,1,fiscal,0.9,0.4,0,0,0
@spotuz|39804,v2,1,banking_finance,0.8,0.2,0,0,0
@spotuz|39805,v2,1,trade,0.85,0.1,0,0,0
@spotuz|39806,v2,1,labour_income,0.8,0.3,0,0,0
@spotuz|39807,v2,0,non_economic,0.0,0.0,0,0,0
@spotuz|39808,v2,1,currency_fx,0.95,0.6,0,0,0
@spotuz|39809,v2,1,fiscal,0.9,0.3,0,0,0
@spotuz|39810,v2,1,trade,0.85,0.2,0,0,0
@spotuz|39812,v2,1,trade,0.8,0.1,0,0,0
@spotuz|39813,v2,1,banking_finance,0.75,0.2,0,0,0
@spotuz|39814,v2,1,construction_realty,0.9,0.0,0,0,0
@spotuz|39815,v2,0,non_economic,0.0,0.0,0,0,0
@spotuz|39816,v2,1,construction_realty,0.8,0.6,0,0,0
@spotuz|39817,v2,1,business,0.9,0.7,0,0,0
@spotuz|39818,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84117,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84118,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84119,v2,1,trade,0.8,0.6,0,0,0
@uzdaily|84120,v2,1,business,0.8,0.6,0,0,0
@uzdaily|84121,v2,1,construction_realty,0.8,0.6,0,0,0
@uzdaily|84122,v2,1,construction_realty,0.9,0.7,0,0,0
@uzdaily|84123,v2,1,banking_finance,0.9,0.6,0,0,0
@uzdaily|84124,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84125,v2,1,trade,0.9,0.6,0,0,0
@uzdaily|84126,v2,1,construction_realty,0.9,0.6,0,0,0
@uzdaily|84127,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84128,v2,1,trade,0.9,0.6,0,0,0
@uzdaily|84129,v2,1,trade,0.9,0.6,0,0,0
@uzdaily|84130,v2,1,banking_finance,0.9,0.6,0,0,0
@uzdaily|84131,v2,1,business,0.9,0.6,0,0,0
@uzdaily|84132,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84133,v2,1,fiscal,0.8,0.6,0,0,0
@uzdaily|84134,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84135,v2,1,business,0.7,0.2,0,0,0
@uzdaily|84136,v2,1,construction_realty,0.8,0.5,0,0,0
@uzdaily|84137,v2,1,banking_finance,0.7,-0.4,0,0,0
@uzdaily|84138,v2,1,currency_fx,0.9,-0.6,0,0,0
@uzdaily|84139,v2,1,business,0.5,-0.1,0,0,0
@uzdaily|84140,v2,1,trade,0.7,0.4,0,0,0
@uzdaily|84141,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84142,v2,1,fiscal,0.9,0.0,0,0,0
@uzdaily|84143,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84144,v2,1,labour_income,0.8,0.6,0,0,0
@uzdaily|84145,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84146,v2,1,trade,0.8,0.5,0,0,0
@uzdaily|84147,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84148,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84149,v2,1,business,0.7,0.5,0,0,0
@uzdaily|84150,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84151,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84152,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84153,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84154,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84155,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84156,v2,1,trade,0.8,0.5,0,0,0
@uzdaily|84157,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84158,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84159,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84160,v2,1,business,0.7,0.4,0,0,0
@uzdaily|84161,v2,1,construction_realty,0.6,0.3,0,0,0
@uzdaily|84162,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84163,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84164,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84165,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84166,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84167,v2,0,non_economic,0.0,0.0,0,0,0
@uzdaily|84168,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136314,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136315,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136316,v2,1,banking_finance,0.8,0.0,1,0,0
@daryo|136317,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136318,v2,1,energy_utility,0.7,0.5,0,0,0
@daryo|136319,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136321,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136322,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136323,v2,1,energy_utility,0.8,-0.4,0,0,0
@daryo|136324,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136325,v2,1,business,0.8,0.2,0,0,0
@daryo|136326,v2,0,non_economic,0.0,0.0,0,0,1
@daryo|136327,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136328,v2,0,non_economic,0.0,0.0,0,0,1
@daryo|136329,v2,1,banking_finance,0.7,0.3,1,0,0
@daryo|136330,v2,0,non_economic,0.0,0.0,0,0,1
@daryo|136332,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136333,v2,1,business,0.6,0.0,1,0,0
@daryo|136334,v2,1,labour_income,0.7,0.0,0,0,0
@daryo|136335,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136336,v2,0,non_economic,0.0,0.0,0,0,1
@daryo|136337,v2,0,non_economic,0.0,0.0,0,0,1
@daryo|136338,v2,1,currency_fx,0.9,0.6,0,0,0
@daryo|136340,v2,1,labour_income,0.8,-0.5,0,0,0
@daryo|136341,v2,0,non_economic,0.0,0.0,0,0,1
@daryo|136342,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136343,v2,0,non_economic,0.0,0.0,1,0,0
@daryo|136344,v2,1,business,0.6,-0.4,0,0,0
@daryo|136345,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136346,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136347,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136348,v2,1,fiscal,0.6,0.2,0,0,0
@daryo|136349,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136350,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136351,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136352,v2,0,non_economic,0.0,0.0,0,0,0
@daryo|136353,v2,0,non_economic,0.0,0.0,0,1,0
@gazetauz|63995,v2,1,banking_finance,0.8,0.0,1,0,0
@gazetauz|63996,v2,1,trade,0.9,0.6,0,0,0
@gazetauz|63997,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|64004,v2,1,business,0.8,0.0,0,0,0
@gazetauz|64005,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|64006,v2,1,business,0.7,0.0,1,0,0
@gazetauz|64007,v2,1,energy_utility,0.9,0.6,0,0,0
@gazetauz|64008,v2,1,banking_finance,0.8,0.6,0,0,0
@gazetauz|64009,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|64010,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|64012,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|64019,v2,1,labour_income,0.7,0.6,0,0,0
@gazetauz|64020,v2,1,banking_finance,0.8,-0.6,1,0,0
@gazetauz|64021,v2,0,non_economic,0.0,0.0,0,0,1
@gazetauz|64022,v2,1,construction_realty,0.8,-0.5,0,0,0
@gazetauz|64023,v2,1,business,0.7,0.4,0,0,0
@gazetauz|64024,v2,1,energy_utility,0.9,0.6,0,0,0
@gazetauz|64025,v2,0,non_economic,0.0,0.0,1,0,0
@gazetauz|64026,v2,1,banking_finance,0.6,0.3,1,0,0
@gazetauz|64027,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|64028,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|64029,v2,1,currency_fx,0.9,0.6,0,0,0
@gazetauz|64030,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|64031,v2,0,non_economic,0.0,0.0,1,0,0
@gazetauz|64032,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|64033,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|64034,v2,1,banking_finance,0.8,0.5,0,0,0
@gazetauz|64035,v2,0,non_economic,0.0,0.0,1,0,0
@gazetauz|64036,v2,0,non_economic,0.0,0.0,0,0,0
@gazetauz|64037,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173823,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173824,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173825,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173826,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173828,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173829,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173830,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173831,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173832,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173833,v2,0,non_economic,0.0,0.0,1,0,0
@kunuzofficial|173834,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173835,v2,1,banking_finance,0.9,0.6,0,0,0
@kunuzofficial|173836,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173837,v2,0,non_economic,0.0,0.0,0,0,1
@kunuzofficial|173838,v2,1,banking_finance,0.9,0.7,1,0,0
@kunuzofficial|173839,v2,0,non_economic,0.0,0.0,0,1,1
@kunuzofficial|173840,v2,1,business,0.8,0.6,0,0,0
@kunuzofficial|173842,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173843,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173844,v2,0,non_economic,0.0,0.0,0,1,0
@kunuzofficial|173845,v2,0,non_economic,0.0,0.0,0,0,1
@kunuzofficial|173846,v2,0,non_economic,0.0,0.0,0,0,1
@kunuzofficial|173847,v2,0,non_economic,0.0,0.0,0,0,1
@kunuzofficial|173850,v2,0,non_economic,0.0,0.0,0,0,0
@kunuzofficial|173851,v2,0,non_economic,0.0,0.0,0,0,0
@spotuz|39819,v2,0,non_economic,0.0,0.0,0,0,0
